order_number,line_item,order_date,delivery_date,customerkey,productkey,quantity,currency_code,open_date,gender,first_name,last_name,city,state_code,state,zip_code,country,continent,birthday,year,month,age,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,Exchange_Rate,Generation
1286005,2,2018-09-07,2018-07-14,1472319,827,2,USD,2010-01-01,Male,Christopher,Yancy,Hornell,NY,New York,14843,United States,North America,1966-03-12,1966,March,58,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,Contoso,Grey,11.2300,33.9000,308,Computers Accessories,3,Computers,1.0000,Digital Revolution (1951-1970)
1331016,1,2018-08-23,2018-08-27,1829393,827,2,USD,2010-01-01,Male,Wayne,Katz,Sedalia,MO,Missouri,65301,United States,North America,1977-10-05,1977,October,47,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,Contoso,Grey,11.2300,33.9000,308,Computers Accessories,3,Computers,1.0000,Tech Boom (1971-1990)
1287004,2,2018-10-07,2018-07-13,495181,1950,1,EUR,2010-01-01,Male,Stephan,Eisenberg,Alfhausen,NI,Niedersachsen,49594,Germany,Europe,1959-06-13,1959,June,65,Litware Refrigerator 1.7CuFt E120 Brown,Litware,Brown,66.2700,129.9900,802,Refrigerators,8,Home Appliances,0.8538,Digital Revolution (1951-1970)
1287015,1,2018-10-07,2018-07-15,1149244,1871,2,GBP,2010-01-01,Female,Madeleine,Dawson,EDDLEWOOD,South Lanarkshire,South Lanarkshire,ML3 8NB,United Kingdom,Europe,1980-05-27,1980,May,44,Contoso Washer & Dryer 15.5in E155 White,Contoso,White,509.3200,999.0000,801,Washers & Dryers,8,Home Appliances,0.7542,Tech Boom (1971-1990)
1589020,2,2019-08-05,2019-11-05,2064706,1871,3,USD,2010-01-01,Female,Mia,Johannessen,Columbus,OH,Ohio,43201,United States,North America,1946-12-17,1946,December,78,Contoso Washer & Dryer 15.5in E155 White,Contoso,White,509.3200,999.0000,801,Washers & Dryers,8,Home Appliances,1.0000,Early Era (1935-1950)
1287015,6,2018-10-07,2018-07-15,1149244,707,3,GBP,2010-01-01,Female,Madeleine,Dawson,EDDLEWOOD,South Lanarkshire,South Lanarkshire,ML3 8NB,United Kingdom,Europe,1980-05-27,1980,May,44,Proseware Laser Fax Printer E100 White,Proseware,White,46.3900,91.0000,306,"Printers, Scanners & Fax",3,Computers,0.7542,Tech Boom (1971-1990)
1289001,1,2018-12-07,2018-07-18,88897,2137,3,AUD,2010-01-01,Male,Nicholas,Dunlop,BARWITE,VIC,Victoria,3722,Australia,Australia,1988-10-15,1988,October,36,Contoso Coffee Maker Auto 5C E0900 Grey,Contoso,Grey,83.1000,163.0000,805,Coffee Machines,8,Home Appliances,1.3534,Tech Boom (1971-1990)
1746031,1,2019-12-10,2019-10-16,1209835,2137,2,USD,2010-01-01,Male,Kevin,Winkle,Akron,OH,Ohio,44308,United States,North America,1944-05-20,1944,May,80,Contoso Coffee Maker Auto 5C E0900 Grey,Contoso,Grey,83.1000,163.0000,805,Coffee Machines,8,Home Appliances,1.0000,Early Era (1935-1950)
1289012,2,2018-12-07,2018-07-17,1022792,1017,1,GBP,2010-01-01,Male,Freddie,Barton,MARSTON ON DOVE,South Derbyshire,South Derbyshire,DE65 5TQ,United Kingdom,Europe,1962-06-04,1962,June,62,A. Datum Ultra Compact Digital Camera M190 Green,A. Datum,Green,75.8800,165.0000,401,Digital Cameras,4,Cameras and camcorders,0.7571,Digital Revolution (1951-1970)
1816039,2,2019-12-21,2019-12-23,780974,1017,3,EUR,2010-01-01,Female,Maurizia,Pirozzi,Morano,PG,Perugia,6023,Italy,Europe,1979-05-19,1979,May,45,A. Datum Ultra Compact Digital Camera M190 Green,A. Datum,Green,75.8800,165.0000,401,Digital Cameras,4,Cameras and camcorders,0.9011,Tech Boom (1971-1990)
1289020,3,2018-12-07,2018-07-20,305010,581,2,CAD,2010-01-01,Male,Bruce,Lavin,Brantford,ON,Ontario,N3T 2Z8,Canada,North America,1974-11-29,1974,November,50,Contoso Screen 125in M250 Black,Contoso,Black,152.0800,459.0000,305,Projectors & Screens,3,Computers,1.3183,Tech Boom (1971-1990)
1290005,1,2018-07-13,2018-07-18,1201045,1163,3,USD,2010-01-01,Male,Matthew,Hough,Laupahoehoe,HI,Hawaii,96764,United States,North America,1997-12-05,1997,December,27,Fabrikam Business Videographer 2/3'' 17mm M280 Black,Fabrikam,Black,390.8800,850.0000,405,Camcorders,4,Cameras and camcorders,1.0000,Modern Era (1991-2015)
1452024,2,2018-12-22,2018-12-25,501476,1163,7,EUR,2010-01-01,Male,Lukas,Ritter,Ludenscheid Brugge,NW,Nordrhein-Westfalen,58515,Germany,Europe,1995-09-20,1995,September,29,Fabrikam Business Videographer 2/3'' 17mm M280 Black,Fabrikam,Black,390.8800,850.0000,405,Camcorders,4,Cameras and camcorders,0.8761,Modern Era (1991-2015)
1900025,4,2020-03-14,2020-03-15,1414205,1163,2,USD,2010-01-01,Female,Sylvia,Alvarez,Indianapolis,IN,Indiana,46254,United States,North America,1976-09-25,1976,September,48,Fabrikam Business Videographer 2/3'' 17mm M280 Black,Fabrikam,Black,390.8800,850.0000,405,Camcorders,4,Cameras and camcorders,1.0000,Tech Boom (1971-1990)
1290013,1,2018-07-13,2018-07-23,1462224,1351,1,USD,2010-01-01,Male,Tracy,Richter,Dallas,TX,Texas,75240,United States,North America,1999-02-08,1999,February,25,Contoso 3 Handset Cordless Phone System E30 White,Contoso,White,8.6600,16.9900,501,Home & Office Phones,5,Cell phones,1.0000,Modern Era (1991-2015)
1387027,1,2018-10-18,2018-10-19,511229,1351,1,EUR,2010-01-01,Female,Gabriele,Thalberg,Stuttgart Frauenkopf,BW,Baden-Wurttemberg,70184,Germany,Europe,1940-10-03,1940,October,84,Contoso 3 Handset Cordless Phone System E30 White,Contoso,White,8.6600,16.9900,501,Home & Office Phones,5,Cell phones,0.8692,Early Era (1935-1950)
1435012,3,2018-05-12,2018-08-12,2037290,1351,4,USD,2010-01-01,Male,Alejandrino,Luevano,Lafayette,IN,Indiana,47905,United States,North America,1999-09-15,1999,September,25,Contoso 3 Handset Cordless Phone System E30 White,Contoso,White,8.6600,16.9900,501,Home & Office Phones,5,Cell phones,1.0000,Modern Era (1991-2015)
1584014,4,2019-03-05,2019-07-05,366365,1351,8,CAD,2010-01-01,Male,Scott,Knox,Decker Lake,BC,British Columbia,V0J 1E0,Canada,North America,1991-12-09,1991,December,33,Contoso 3 Handset Cordless Phone System E30 White,Contoso,White,8.6600,16.9900,501,Home & Office Phones,5,Cell phones,1.3464,Modern Era (1991-2015)
1290017,2,2018-07-13,2018-07-17,1484183,645,6,USD,2010-01-01,Male,Thomas,Charpentier,Decatur,GA,Georgia,30030,United States,North America,1964-12-15,1964,December,60,Proseware Laser Jet Color Printer X300 Black,Proseware,Black,69.2500,209.0000,306,"Printers, Scanners & Fax",3,Computers,1.0000,Digital Revolution (1951-1970)
1815018,1,2019-12-20,2019-12-24,1577659,645,1,USD,2010-01-01,Male,Earl,Bernier,Northbrook,IL,Illinois,60062,United States,North America,1982-01-07,1982,January,42,Proseware Laser Jet Color Printer X300 Black,Proseware,Black,69.2500,209.0000,306,"Printers, Scanners & Fax",3,Computers,1.0000,Tech Boom (1971-1990)
1815022,4,2019-12-20,2019-12-22,2022662,645,4,USD,2010-01-01,Female,Ellen,Riley,Memphis,TN,Tennessee,38116,United States,North America,1990-05-24,1990,May,34,Proseware Laser Jet Color Printer X300 Black,Proseware,Black,69.2500,209.0000,306,"Printers, Scanners & Fax",3,Computers,1.0000,Tech Boom (1971-1990)
1815029,1,2019-12-20,2019-12-23,1971558,645,2,USD,2010-01-01,Male,Osmar,Tovar,Ten Sleep,WY,Wyoming,82442,United States,North America,1961-03-31,1961,March,63,Proseware Laser Jet Color Printer X300 Black,Proseware,Black,69.2500,209.0000,306,"Printers, Scanners & Fax",3,Computers,1.0000,Digital Revolution (1951-1970)
1290017,3,2018-07-13,2018-07-17,1484183,562,2,USD,2010-01-01,Male,Thomas,Charpentier,Decatur,GA,Georgia,30030,United States,North America,1964-12-15,1964,December,60,Proseware Screen 80in E1010 White,Proseware,White,55.5700,109.0000,305,Projectors & Screens,3,Computers,1.0000,Digital Revolution (1951-1970)
1697012,4,2019-08-24,2019-08-26,433418,562,1,EUR,2010-01-01,Male,Torsten,Dietrich,Durchhausen,BW,Baden-Wurttemberg,78591,Germany,Europe,1965-03-16,1965,March,59,Proseware Screen 80in E1010 White,Proseware,White,55.5700,109.0000,305,Projectors & Screens,3,Computers,0.9038,Digital Revolution (1951-1970)
1794019,1,2019-11-29,2019-05-12,337002,562,2,CAD,2010-01-01,Male,Bernard,Self,Richmond Hill,ON,Ontario,L4C 3Y2,Canada,North America,1954-05-09,1954,May,70,Proseware Screen 80in E1010 White,Proseware,White,55.5700,109.0000,305,Projectors & Screens,3,Computers,1.3307,Digital Revolution (1951-1970)
1841022,1,2020-01-15,2020-01-18,2019245,562,1,USD,2010-01-01,Female,Nina,Karlsen,Valley Center,KS,Kansas,67147,United States,North America,1988-01-04,1988,January,36,Proseware Screen 80in E1010 White,Proseware,White,55.5700,109.0000,305,Projectors & Screens,3,Computers,1.0000,Tech Boom (1971-1990)
1291001,2,2018-07-14,2018-07-17,308450,2016,2,CAD,2010-01-01,Male,Eric,McCain,Victoria,BC,British Columbia,V8W 1B2,Canada,North America,1993-01-22,1993,January,31,Fabrikam Microwave 1.0CuFt E1100 Blue,Fabrikam,Blue,71.3700,139.9900,803,Microwaves,8,Home Appliances,1.3191,Modern Era (1991-2015)
1641039,1,2019-06-29,2019-02-07,559221,2016,2,EUR,2010-01-01,Female,Anne,Schmitz,Ochsenfurt,BY,Freistaat Bayern,97195,Germany,Europe,1998-03-02,1998,March,26,Fabrikam Microwave 1.0CuFt E1100 Blue,Fabrikam,Blue,71.3700,139.9900,803,Microwaves,8,Home Appliances,0.8787,Modern Era (1991-2015)
1294001,1,2018-07-17,2018-07-23,336239,29,1,CAD,2010-01-01,Male,Leon,Barbosa,Windsor,ON,Ontario,N9A 1H9,Canada,North America,1957-08-18,1957,August,67,Contoso 32GB Video MP3 Player M3200 White,Contoso,White,84.4900,255.0000,101,MP4&MP3,1,Audio,1.3157,Digital Revolution (1951-1970)
2091002,1,2020-09-21,2020-09-26,229084,29,3,CAD,2010-01-01,Male,Philip,Dotson,Toronto,ON,Ontario,M5H 1P6,Canada,North America,1994-04-22,1994,April,30,Contoso 32GB Video MP3 Player M3200 White,Contoso,White,84.4900,255.0000,101,MP4&MP3,1,Audio,1.3238,Modern Era (1991-2015)
1295013,4,2018-07-18,2018-07-22,284579,718,4,CAD,2010-01-01,Male,Michael,Moore,Hamilton,ON,Ontario,L9H 1E6,Canada,North America,1992-01-11,1992,January,32,"Proseware Color Ink jet Fax, Copier, Phone M250 White",Proseware,White,73.1200,159.0000,306,"Printers, Scanners & Fax",3,Computers,1.3254,Modern Era (1991-2015)
1402000,4,2018-02-11,2018-07-11,1517872,718,1,USD,2010-01-01,Female,Cecilia,Jones,Everett,WA,Washington,98201,United States,North America,1960-01-31,1960,January,64,"Proseware Color Ink jet Fax, Copier, Phone M250 White",Proseware,White,73.1200,159.0000,306,"Printers, Scanners & Fax",3,Computers,1.0000,Digital Revolution (1951-1970)
2136000,1,2020-05-11,2020-09-11,1306101,718,1,USD,2010-01-01,Male,Joshua,Santiago,Lynnwood,WA,Washington,98036,United States,North America,1991-07-03,1991,July,33,"Proseware Color Ink jet Fax, Copier, Phone M250 White",Proseware,White,73.1200,159.0000,306,"Printers, Scanners & Fax",3,Computers,1.0000,Modern Era (1991-2015)
1295013,5,2018-07-18,2018-07-22,284579,1314,1,CAD,2010-01-01,Male,Michael,Moore,Hamilton,ON,Ontario,L9H 1E6,Canada,North America,1992-01-11,1992,January,32,Contoso Conversion Lens M550 Silver,Contoso,Silver,94.2700,205.0000,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1.3254,Modern Era (1991-2015)
1676022,2,2019-03-08,2019-07-08,580710,1314,6,EUR,2010-01-01,Male,Paul,Metzger,Selzen,RP,Rheinland-Pfalz,55278,Germany,Europe,1939-07-07,1939,July,85,Contoso Conversion Lens M550 Silver,Contoso,Silver,94.2700,205.0000,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,0.9004,Early Era (1935-1950)
1296011,1,2018-07-19,2018-07-26,772817,704,2,EUR,2010-01-01,Male,Medoro,Cocci,Seppio,MC,Macerata,62025,Italy,Europe,1963-05-05,1963,May,61,Proseware Laser Jet All in one X300 White,Proseware,White,72.5600,219.0000,306,"Printers, Scanners & Fax",3,Computers,0.8630,Digital Revolution (1951-1970)
1401017,1,2018-01-11,2018-06-11,813109,704,3,EUR,2010-01-01,Female,Lily,Ebben,Elst,GE,Gelderland,6662 ZM,Netherlands,Europe,1963-02-14,1963,February,61,Proseware Laser Jet All in one X300 White,Proseware,White,72.5600,219.0000,306,"Printers, Scanners & Fax",3,Computers,0.8777,Digital Revolution (1951-1970)
1297017,2,2018-07-20,2018-07-24,71511,826,2,AUD,2010-01-01,Male,Ben,Flick,BAKERS CREEK,NSW,New South Wales,2422,Australia,Australia,1998-08-13,1998,August,26,Contoso USB Data Link - direct connect adapter E600 Grey,Contoso,Grey,8.6200,16.9000,308,Computers Accessories,3,Computers,1.3554,Modern Era (1991-2015)
1704018,1,2019-08-31,2019-06-09,1398592,826,2,USD,2010-01-01,Male,John,Rice,Norcross,GA,Georgia,30091,United States,North America,1950-08-04,1950,August,74,Contoso USB Data Link - direct connect adapter E600 Grey,Contoso,Grey,8.6200,16.9000,308,Computers Accessories,3,Computers,1.0000,Early Era (1935-1950)
1837020,3,2020-11-01,2020-01-15,645487,826,7,EUR,2010-01-01,Male,Arnaud,Houle,MARSEILLE,PA,Provence-Alpes-Cote d'Azur,13003,France,Europe,1964-08-23,1964,August,60,Contoso USB Data Link - direct connect adapter E600 Grey,Contoso,Grey,8.6200,16.9000,308,Computers Accessories,3,Computers,0.9016,Digital Revolution (1951-1970)
1298005,1,2018-07-21,2018-07-25,104748,1073,4,AUD,2010-01-01,Female,Eden,Robe,VIRGINIA DC,QLD,Queensland,4014,Australia,Australia,1937-04-02,1937,April,87,"A. Datum SLR Camera 35"" X358 Orange",A. Datum,Orange,194.8200,588.0000,402,Digital SLR Cameras,4,Cameras and camcorders,1.3554,Early Era (1935-1950)
1512003,2,2019-02-20,2019-02-21,639072,1073,1,EUR,2010-01-01,Female,France,Thibodeau,DENAIN,NP,Nord-Pas-de-Calais,59220,France,Europe,1939-02-22,1939,February,85,"A. Datum SLR Camera 35"" X358 Orange",A. Datum,Orange,194.8200,588.0000,402,Digital SLR Cameras,4,Cameras and camcorders,0.8817,Early Era (1935-1950)
2232007,1,2021-09-02,2021-02-14,2087937,1073,1,USD,2010-01-01,Female,Sofie,Kristensen,Houston,TX,Texas,77032,United States,North America,1963-04-19,1963,April,61,"A. Datum SLR Camera 35"" X358 Orange",A. Datum,Orange,194.8200,588.0000,402,Digital SLR Cameras,4,Cameras and camcorders,1.0000,Digital Revolution (1951-1970)
1301009,2,2018-07-24,2018-07-28,523615,643,1,EUR,2010-01-01,Male,Felix,Koertig,Ewighausen,RP,Rheinland-Pfalz,56244,Germany,Europe,1973-11-20,1973,November,51,Proseware Ink Jet All in one M300 Black,Proseware,Black,77.7200,169.0000,306,"Printers, Scanners & Fax",3,Computers,0.8543,Tech Boom (1971-1990)
1743006,3,2019-09-10,2019-10-10,1818102,643,2,USD,2010-01-01,Male,Tyrone,Lewis,Sturtevant,WI,Wisconsin,53177,United States,North America,1954-12-06,1954,December,70,Proseware Ink Jet All in one M300 Black,Proseware,Black,77.7200,169.0000,306,"Printers, Scanners & Fax",3,Computers,1.0000,Digital Revolution (1951-1970)
1731009,1,2019-09-27,2019-02-10,1998013,643,8,USD,2010-01-01,Female,Victoria,Henriksen,Anderson,IN,Indiana,46016,United States,North America,1949-04-14,1949,April,75,Proseware Ink Jet All in one M300 Black,Proseware,Black,77.7200,169.0000,306,"Printers, Scanners & Fax",3,Computers,1.0000,Early Era (1935-1950)
1822009,1,2019-12-27,2019-12-30,268575,643,9,CAD,2010-01-01,Male,Daniel,Estrada,Montreal,QC,Quebec,H3K 2C3,Canada,North America,1986-08-11,1986,August,38,Proseware Ink Jet All in one M300 Black,Proseware,Black,77.7200,169.0000,306,"Printers, Scanners & Fax",3,Computers,1.3083,Tech Boom (1971-1990)
1708032,2,2019-04-09,2019-09-09,523615,975,3,EUR,2010-01-01,Male,Felix,Koertig,Ewighausen,RP,Rheinland-Pfalz,56244,Germany,Europe,1973-11-20,1973,November,51,A. Datum Ultra Compact Digital Camera M190 Pink,A. Datum,Pink,75.8800,165.0000,401,Digital Cameras,4,Cameras and camcorders,0.9076,Tech Boom (1971-1990)
1638000,2,2019-06-26,2019-02-07,1384464,975,2,USD,2010-01-01,Male,Charles,Crary,Bensenville,IL,Illinois,60106,United States,North America,1937-10-23,1937,October,87,A. Datum Ultra Compact Digital Camera M190 Pink,A. Datum,Pink,75.8800,165.0000,401,Digital Cameras,4,Cameras and camcorders,1.0000,Early Era (1935-1950)
1708032,4,2019-04-09,2019-09-09,523615,514,1,EUR,2010-01-01,Male,Felix,Koertig,Ewighausen,RP,Rheinland-Pfalz,56244,Germany,Europe,1973-11-20,1973,November,51,Adventure Works CRT19 E10 White,Adventure Works,White,22.8600,69.0000,304,Monitors,3,Computers,0.9076,Tech Boom (1971-1990)
1618003,1,2019-06-06,2019-11-06,894446,514,7,EUR,2010-01-01,Female,Vienna,Bogaert,Heemstede,NH,Noord-Holland,2105 XC,Netherlands,Europe,1960-10-14,1960,October,64,Adventure Works CRT19 E10 White,Adventure Works,White,22.8600,69.0000,304,Monitors,3,Computers,0.8876,Digital Revolution (1951-1970)
1302001,1,2018-07-25,2018-07-29,930820,1564,1,GBP,2010-01-01,Male,Morgan,Brennan,CHISELDON,Swindon,Swindon,SN4 6DP,United Kingdom,Europe,1975-12-24,1975,December,49,The Phone Company PDA Phone Unlocked 4.7 inches L550 White,The Phone Company,White,100.0600,302.0000,504,Smart phones & PDAs,5,Cell phones,0.7601,Tech Boom (1971-1990)
1475017,2,2019-01-14,2019-01-17,237725,1564,2,CAD,2010-01-01,Male,Bryan,Gonzalez,Roseneath,ON,Ontario,K0K 2X0,Canada,North America,2001-01-12,2001,January,23,The Phone Company PDA Phone Unlocked 4.7 inches L550 White,The Phone Company,White,100.0600,302.0000,504,Smart phones & PDAs,5,Cell phones,1.3278,Modern Era (1991-2015)
1667025,1,2019-07-25,2019-07-26,1201225,1564,2,USD,2010-01-01,Male,John,Lally,Irvine,CA,California,92614,United States,North America,1996-06-02,1996,June,28,The Phone Company PDA Phone Unlocked 4.7 inches L550 White,The Phone Company,White,100.0600,302.0000,504,Smart phones & PDAs,5,Cell phones,1.0000,Modern Era (1991-2015)
1713020,7,2019-09-09,2019-09-14,1501073,1564,2,USD,2010-01-01,Female,Hilda,Young,Providence,RI,Rhode Island,2903,United States,North America,1997-12-26,1997,December,27,The Phone Company PDA Phone Unlocked 4.7 inches L550 White,The Phone Company,White,100.0600,302.0000,504,Smart phones & PDAs,5,Cell phones,1.0000,Modern Era (1991-2015)
1945004,2,2020-04-28,2020-02-05,208682,1564,2,CAD,2010-01-01,Female,Rebecca,Smith,Toronto,ON,Ontario,M5H 1P6,Canada,North America,1958-11-10,1958,November,66,The Phone Company PDA Phone Unlocked 4.7 inches L550 White,The Phone Company,White,100.0600,302.0000,504,Smart phones & PDAs,5,Cell phones,1.3955,Digital Revolution (1951-1970)
2017007,2,2020-09-07,2020-11-07,2062180,1564,2,USD,2010-01-01,Female,Anita,Lundin,Sibley,IA,Iowa,51249,United States,North America,1968-11-03,1968,November,56,The Phone Company PDA Phone Unlocked 4.7 inches L550 White,The Phone Company,White,100.0600,302.0000,504,Smart phones & PDAs,5,Cell phones,1.0000,Digital Revolution (1951-1970)
2080004,1,2020-10-09,2020-09-17,930820,925,1,GBP,2010-01-01,Male,Morgan,Brennan,CHISELDON,Swindon,Swindon,SN4 6DP,United Kingdom,Europe,1975-12-24,1975,December,49,SV USB Sync Charge Cable E700 White,Southridge Video,White,1.0100,1.9900,308,Computers Accessories,3,Computers,0.7730,Tech Boom (1971-1990)
1302003,2,2018-07-25,2018-07-29,2091352,1980,1,USD,2010-01-01,Female,Alina,Wilson,Spur,TX,Texas,79370,United States,North America,1988-03-12,1988,March,36,Litware Refrigerator 1.7CuFt E120 Orange,Litware,Orange,66.2700,129.9900,802,Refrigerators,8,Home Appliances,1.0000,Tech Boom (1971-1990)
1454029,1,2018-12-24,2018-12-29,1422903,1980,2,USD,2010-01-01,Male,Enrique,Parker,Spokane,WA,Washington,99205,United States,North America,1942-11-11,1942,November,82,Litware Refrigerator 1.7CuFt E120 Orange,Litware,Orange,66.2700,129.9900,802,Refrigerators,8,Home Appliances,1.0000,Early Era (1935-1950)
1302003,3,2018-07-25,2018-07-29,2091352,756,1,USD,2010-01-01,Female,Alina,Wilson,Spur,TX,Texas,79370,United States,North America,1988-03-12,1988,March,36,Contoso USB 2.0 Dock Station docking station M800 Black,Contoso,Black,13.7500,29.9000,308,Computers Accessories,3,Computers,1.0000,Tech Boom (1971-1990)
1879088,1,2020-02-22,2020-02-28,725349,756,1,EUR,2010-01-01,Female,Stefania,Boni,Mara,SS,Sassari,7010,Italy,Europe,1941-05-15,1941,May,83,Contoso USB 2.0 Dock Station docking station M800 Black,Contoso,Black,13.7500,29.9000,308,Computers Accessories,3,Computers,0.9258,Early Era (1935-1950)
1302008,1,2018-07-25,2018-07-30,1711010,1560,4,USD,2010-01-01,Female,Margarita,Burgher,Plattsburgh,NY,New York,12901,United States,North America,2001-08-22,2001,August,23,The Phone Company PDA Phone 3.7 inches M340 White,The Phone Company,White,151.7600,330.0000,504,Smart phones & PDAs,5,Cell phones,1.0000,Modern Era (1991-2015)
1318017,3,2018-10-08,2018-08-14,1581992,1560,1,USD,2010-01-01,Male,Jack,Stevens,Rochelle Park,NJ,New Jersey,7662,United States,North America,1984-07-18,1984,July,40,The Phone Company PDA Phone 3.7 inches M340 White,The Phone Company,White,151.7600,330.0000,504,Smart phones & PDAs,5,Cell phones,1.0000,Tech Boom (1971-1990)
1651024,1,2019-09-07,2019-07-14,1288183,1560,6,USD,2010-01-01,Female,Denise,Lewis,Westfield,NC,North Carolina,27053,United States,North America,1983-10-06,1983,October,41,The Phone Company PDA Phone 3.7 inches M340 White,The Phone Company,White,151.7600,330.0000,504,Smart phones & PDAs,5,Cell phones,1.0000,Tech Boom (1971-1990)
